paper_id,title,actual_decision,predicted_decision,quality_score,accept_probability,modify_probability,reject_probability,suggestions
fogJgrozu1,Localized Adaptive Risk Control,Accept (poster),Modify,47.7,0.1474,0.5988,0.2539,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
M3BIsgGQNb,"Meta 3D AssetGen: Text-to-Mesh Generation with High-Quality Geometry, Texture, and PBR Materials",Accept (poster),Modify,45.8,0.0505,0.7402,0.2094,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
RXLO4Zv3wB,DDR: Exploiting Deep Degradation Response as Flexible Image Descriptor,Accept (poster),Modify,50.5,0.082,0.7693,0.1487,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
79eWvkLjib,Zero-Shot Reinforcement Learning from Low Quality Data,Accept (poster),Modify,45.1,0.0775,0.6786,0.2439,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
83pV20DD2s,Learning from Pattern Completion: Self-supervised Controllable Generation,Accept (poster),Modify,47.2,0.1257,0.6294,0.2449,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
apPHMfE63y,Strategic Linear Contextual Bandits,Accept (poster),Modify,72.4,0.4177,0.5571,0.0252,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
oUXiNX5KRm,Universal Physics Transformers: A Framework For Efficiently Scaling Neural Operators,Accept (poster),Modify,38.5,0.1224,0.4777,0.3999,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
hjspWd7jvg,GENOT: Entropic (Gromov) Wasserstein Flow Matching with Applications to Single-Cell Genomics,Accept (poster),Modify,53.6,0.1612,0.6814,0.1574,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
aIuByRyHhV,Rethinking Parity Check Enhanced Symmetry-Preserving Ansatz,Accept (poster),Modify,68.3,0.3138,0.6709,0.0153,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
PI0CDY6nmo,Towards Efficient and Optimal Covariance-Adaptive Algorithms for Combinatorial Semi-Bandits,Accept (poster),Accept,91.7,0.8438,0.1338,0.0225,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
ferj6WqShv,Exploiting Descriptive Completeness Prior for Cross Modal Hashing with Incomplete Labels,Accept (poster),Modify,44.5,0.0876,0.6501,0.2623,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
DO9wPZOPjk,BOLD: Boolean Logic Deep Learning,Accept (poster),Modify,36.9,0.0566,0.5674,0.376,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
lxuXvJSOcP,Unified Domain Generalization and Adaptation for Multi-View 3D Object Detection,Accept (poster),Modify,43.7,0.0481,0.7075,0.2444,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
Oq32ylAOu2,MindMerger: Efficiently Boosting LLM Reasoning in non-English Languages,Accept (poster),Modify,51.7,0.135,0.6947,0.1703,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
NPu7Cdk2f9,Adaptive Depth Networks with Skippable Sub-Paths,Accept (poster),Modify,53.2,0.136,0.7194,0.1446,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
9B6J64eTp4,Articulate your NeRF: Unsupervised articulated object modeling via conditional view synthesis,Accept (poster),Modify,53.1,0.1292,0.7314,0.1394,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
SdLOs1FR4h,FUGAL: Feature-fortified Unrestricted Graph Alignment,Accept (poster),Modify,50.8,0.1076,0.7284,0.164,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
n60xBFZWrk,Hyperbolic Embeddings of Supervised Models,Accept (poster),Modify,52.0,0.1923,0.5961,0.2117,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
LEzx6QRkRH,RL-GPT: Integrating Reinforcement Learning and Code-as-policy,Accept (oral),Modify,48.9,0.1102,0.6895,0.2003,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
6VVgAgVfxW,Team-Fictitious Play for Reaching Team-Nash Equilibrium in Multi-team Games,Accept (poster),Modify,61.6,0.2256,0.709,0.0654,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7UenF4kx4j,SMART: Towards Pre-trained Missing-Aware Model for Patient Health Status Prediction,Accept (poster),Modify,49.9,0.1547,0.6264,0.2189,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
iMEAHXDiNP,Improved Algorithms for Contextual Dynamic Pricing,Accept (poster),Modify,56.9,0.1755,0.7156,0.1089,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
erwatqQ4p8,Mixture of Experts Meets Prompt-Based Continual Learning,Accept (poster),Modify,40.7,0.0786,0.5962,0.3252,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
AYntCZvoLI,Causal Context Adjustment Loss for Learned Image Compression,Accept (poster),Modify,47.5,0.0704,0.7355,0.1941,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
RDsDvSHGkA,Quantifying Aleatoric Uncertainty of the Treatment Effect: A Novel Orthogonal Learner,Accept (poster),Modify,36.2,0.037,0.5903,0.3727,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
5iUxMVJVEV,Peri-midFormer: Periodic Pyramid Transformer for Time Series Analysis,Accept (spotlight),Modify,40.7,0.0493,0.6506,0.3001,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
mtyy3Myyhz,S2HPruner: Soft-to-Hard Distillation Bridges the Discretization Gap in Pruning,Accept (poster),Modify,55.0,0.0958,0.8267,0.0775,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
CovjSQmNOD,ODGS: 3D Scene Reconstruction from Omnidirectional Images with 3D Gaussian Splattings,Accept (poster),Modify,42.0,0.1056,0.5716,0.3228,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7j6xgGj5lF,Initializing Variable-sized Vision Transformers from Learngene with Learnable Transformation,Accept (poster),Modify,47.4,0.1221,0.64,0.2379,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
oCGkSH7ys2,Self-playing Adversarial Language Game Enhances LLM Reasoning,Accept (poster),Modify,60.9,0.2212,0.7045,0.0743,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
cSfxzCozPU,"Distributional regression: CRPS-error bounds for model fitting, model selection and convex aggregation",Accept (poster),Modify,56.6,0.16,0.7374,0.1027,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
sABwo1ZTFi,Generalizablity of Memorization Neural Network,Accept (poster),Modify,71.6,0.4451,0.4932,0.0617,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
lcALCNF2qe,Towards Universal Mesh Movement Networks,Accept (spotlight),Modify,52.6,0.1811,0.6267,0.1921,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
oYyEsVz6DX,Measuring Per-Unit Interpretability at Scale Without Humans,Accept (poster),Modify,56.2,0.2333,0.5973,0.1694,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
o6Hk6vld20,Constrained Sampling with Primal-Dual Langevin Monte Carlo,Accept (poster),Modify,63.0,0.226,0.7337,0.0403,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
hkEwwAqmCk,DA-Ada: Learning Domain-Aware Adapter for Domain Adaptive Object Detection,Accept (poster),Modify,37.5,0.03,0.6281,0.342,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
l8XnqbQYBK,Toward Conditional Distribution Calibration in Survival Prediction,Accept (poster),Modify,39.4,0.0643,0.5988,0.3369,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
CIHdlhfrOo,Self-Supervised Adversarial Training via Diverse Augmented Queries and Self-Supervised Double Perturbation,Accept (poster),Modify,45.8,0.0495,0.7429,0.2076,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
9FYat8HPpv,SpikeReveal: Unlocking Temporal Sequences from Real Blurry Inputs with Spike Streams,Accept (spotlight),Modify,54.3,0.1084,0.7898,0.1018,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
RxQoIekEa2,Statistical and Geometrical properties of the Kernel Kullback-Leibler divergence,Accept (poster),Modify,55.7,0.1575,0.726,0.1165,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
lpxdG0hk4H,ShowMaker: Creating High-Fidelity 2D Human Video via Fine-Grained Diffusion Modeling,Accept (poster),Modify,51.2,0.1194,0.7136,0.167,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
GnaFrZRHPf,Adaptive Preference Scaling for Reinforcement Learning with Human Feedback,Accept (poster),Modify,52.9,0.1439,0.7007,0.1553,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
dBE8KHdMFs,ControlSynth Neural ODEs: Modeling Dynamical Systems with Guaranteed Convergence,Accept (poster),Modify,60.1,0.1797,0.7655,0.0549,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
BZLdXBjB8O,CausalDiff: Causality-Inspired Disentanglement via Diffusion Model for Adversarial Defense,Accept (poster),Modify,49.9,0.0836,0.7548,0.1616,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
1wxFznQWhp,Delving into the Reversal Curse: How Far Can Large Language Models Generalize?,Accept (poster),Accept,74.5,0.5085,0.4293,0.0622,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
77kCJzvpOa,Language Models as Zero-shot Lossless Gradient Compressors: Towards General Neural Parameter Prior Models,Accept (poster),Modify,54.6,0.1286,0.7581,0.1133,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
6ZwJSk2kvU,DreamMesh4D: Video-to-4D Generation with Sparse-Controlled Gaussian-Mesh Hybrid Representation,Accept (poster),Modify,55.0,0.1158,0.7902,0.094,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
gKMTM1i8Ew,Optimal Multi-Fidelity Best-Arm Identification,Accept (poster),Modify,64.7,0.2632,0.6977,0.0392,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
4fSSqpk1sM,Resolving Discrepancies in Compute-Optimal Scaling of Language Models,Accept (spotlight),Modify,67.3,0.3761,0.5399,0.084,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
leeosk2RAM,SearchLVLMs: A Plug-and-Play Framework for Augmenting Large Vision-Language Models by Searching Up-to-Date Internet Knowledge,Accept (poster),Modify,52.4,0.0878,0.7928,0.1193,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
axX62CQJpa,Streaming Long Video Understanding with Large Language Models,Accept (poster),Modify,38.4,0.0388,0.6283,0.333,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
QpKWFLtZKi,Rethinking Exploration in Reinforcement Learning with Effective Metric-Based Exploration Bonus,Accept (spotlight),Modify,54.4,0.1937,0.6365,0.1698,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
QbPHYPZKJI,Learning Distributions on Manifolds with Free-Form Flows,Accept (poster),Modify,41.0,0.1221,0.5237,0.3542,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
2uy3LZHNIG,SMART: Scalable Multi-agent Real-time Motion Generation via Next-token Prediction,Accept (poster),Modify,49.7,0.0641,0.7872,0.1487,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
J42SwBemEA,State Chrono Representation for Enhancing Generalization in Reinforcement Learning,Accept (poster),Modify,42.1,0.0439,0.6858,0.2703,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7zzOcyT0hd,Sub-optimal Experts mitigate Ambiguity in Inverse Reinforcement Learning,Accept (poster),Modify,69.9,0.3843,0.5713,0.0444,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
atDcnWqG5n,Logical characterizations of recurrent graph neural networks with reals and floats,Accept (poster),Accept,95.2,0.8941,0.1045,0.0014,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
bTHFrqhASY,InfLLM: Training-Free Long-Context Extrapolation for LLMs with an Efficient Context Memory,Accept (poster),Modify,39.7,0.0266,0.6739,0.2995,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7U5MwUS3Rw,Towards Harmless Rawlsian Fairness Regardless of Demographic Prior,Accept (poster),Modify,48.7,0.1486,0.615,0.2364,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
LzLeAscHnj,Bridging The Gap between Low-rank and Orthogonal Adaptation via Householder Reflection Adaptation,Accept (spotlight),Modify,53.4,0.1113,0.7693,0.1194,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
RNbrIQ0se8,Ada-MSHyper: Adaptive Multi-Scale Hypergraph Transformer for Time Series Forecasting,Accept (poster),Modify,50.7,0.0686,0.7969,0.1345,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
0LfgE6kvKZ,Local Superior Soups: A Catalyst for Model Merging in Cross-Silo Federated Learning,Accept (poster),Modify,61.3,0.1954,0.7598,0.0449,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
6OK8Qy9yVu,Why Go Full? Elevating Federated Learning Through Partial Network Updates,Accept (poster),Modify,44.9,0.0544,0.7172,0.2284,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
97OvPgmjRN,Enhancing Chess Reinforcement Learning with Graph Representation,Accept (poster),Modify,57.6,0.2545,0.5839,0.1616,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
AcBLtTKK5q,Jailbreaking Large Language Models Against Moderation Guardrails via Cipher Characters,Accept (poster),Modify,62.6,0.2144,0.7482,0.0374,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
E2JCQyYu0E,Multi-hypotheses Conditioned Point Cloud Diffusion for 3D Human Reconstruction from Occluded Images,Accept (poster),Modify,41.2,0.0345,0.6861,0.2794,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
kpo6ZCgVZH,Functional Gradient Flows for Constrained Sampling,Accept (poster),Accept,63.8,0.5795,0.1072,0.3133,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
MXY0qsGgeO,ReNO: Enhancing One-step Text-to-Image Models through Reward-based Noise Optimization,Accept (poster),Modify,53.2,0.1826,0.6347,0.1827,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
RIfgKCknTu,Online Adaptation of Language Models with a Memory of Amortized Contexts,Accept (poster),Modify,33.2,0.0295,0.5503,0.4201,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
3O5YCEWETq,Tiny Time Mixers (TTMs): Fast Pre-trained Models for Enhanced Zero/Few-Shot Forecasting of Multivariate Time Series,Accept (poster),Modify,52.2,0.1633,0.6529,0.1838,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
I2gVmVRgNk,Towards Understanding Evolving Patterns in Sequential Data,Accept (spotlight),Modify,49.1,0.1343,0.649,0.2167,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
LI5KmimXbM,Association Pattern-aware Fusion for Biological Entity Relationship Prediction,Accept (poster),Modify,44.0,0.0621,0.6872,0.2507,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
kQMyiDWbOG,Advancing Spiking Neural Networks for Sequential Modeling with Central Pattern Generators,Accept (spotlight),Modify,57.5,0.1797,0.7195,0.1007,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
Nb5xlelV0C,AID: Attention Interpolation of Text-to-Image Diffusion,Accept (poster),Modify,50.0,0.0795,0.7648,0.1558,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
83vxe8alV4,FSP-Laplace: Function-Space Priors for the Laplace Approximation in Bayesian Deep Learning,Accept (poster),Modify,64.4,0.3448,0.5436,0.1116,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
drpJ7KOr3F,LLMs Can Evolve Continually on Modality for $\mathbb{X}$-Modal Reasoning,Accept (poster),Modify,50.9,0.0537,0.8283,0.1179,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
