paper_id,conference,split,title,actual_label,predicted_decision,accept_probability,reject_probability,xai_focus,suggestion_1,suggestion_2,suggestion_3,suggestions
461.0,iclr_2017,train,TEMPORAL ENSEMBLING FOR SEMI-SUPERVISED LEARNING,Accept,Modify,0.5297,0.4703,Reviewer confidence: 4.333; Review Count: 14.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
463.0,iclr_2017,train,TRAINING DEEP NEURAL-NETWORKS USING A NOISE ADAPTATION LAYER,Accept,Modify,0.4412,0.5588,Reviewer confidence: 4.667; Review Count: 10.0; Recommendation Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
464.0,iclr_2017,train,,Accept,Reject,0.2111,0.7889,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 18.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
467.0,iclr_2017,train,ADVERSARIAL FEATURE LEARNING,Accept,Accept,0.7672,0.2328,Reviewer confidence: 3.333; Review Count: 12.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
468.0,iclr_2017,train,,Accept,Modify,0.5367,0.4633,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 14.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Make the novelty and contribution claims more explicit.
469.0,iclr_2017,train,,Accept,Modify,0.623,0.377,Average Title Word Length: 0.0; Reviewer confidence: 3.0; Review Count: 8.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,"Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Add limitations, failure cases, and future work."
470.0,iclr_2017,train,STICK-BREAKING VARIATIONAL AUTOENCODERS,Accept,Modify,0.5519,0.4481,Reviewer confidence: 4.333; Review Count: 12.0; Recommendation Std: 2.066,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
472.0,iclr_2017,train,,Accept,Modify,0.5168,0.4832,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
473.0,iclr_2017,train,,Accept,Modify,0.5836,0.4164,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
474.0,iclr_2017,train,,Accept,Modify,0.5638,0.4362,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 14.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence.
475.0,iclr_2017,train,DISCRETE VARIATIONAL AUTOENCODERS,Accept,Modify,0.5524,0.4476,Reviewer confidence: 3.333; Review Count: 16.0; Confidence Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
476.0,iclr_2017,train,,Accept,Modify,0.421,0.579,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
479.0,iclr_2017,train,,Accept,Modify,0.5262,0.4738,Average Title Word Length: 0.0; Reviewer confidence: 3.0; Review Count: 12.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Make the novelty and contribution claims more explicit.
480.0,iclr_2017,train,HIERARCHICAL BEHAVIOR MODELING,Accept,Modify,0.6002,0.3998,Reviewer confidence: 3.667; Review Count: 14.0; Conclusion Word Count: 269.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
481.0,iclr_2017,train,,Accept,Modify,0.4333,0.5667,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
483.0,iclr_2017,train,RECURRENT MIXTURE DENSITY NETWORK FOR SPATIOTEMPORAL VISUAL ATTENTION,Accept,Modify,0.6011,0.3989,Reviewer confidence: 4.0; Review Count: 8.0; Conclusion Word Count: 173.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
485.0,iclr_2017,train,,Accept,Modify,0.545,0.455,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
487.0,iclr_2017,train,,Accept,Modify,0.6214,0.3786,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 10.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Make the novelty and contribution claims more explicit.
488.0,iclr_2017,train,,Accept,Modify,0.5792,0.4208,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
489.0,iclr_2017,train,FINE-GRAINED ANALYSIS OF SENTENCE EMBEDDINGS USING AUXILIARY PREDICTION TASKS,Accept,Modify,0.6127,0.3873,Reviewer confidence: 4.333; Review Count: 10.0; Limitation discussion: 6.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
493.0,iclr_2017,train,TIGHTER BOUNDS LEAD TO IMPROVED CLASSIFIERS,Accept,Reject,0.3283,0.6717,Reviewer confidence: 4.333; Review Count: 8.0; Recommendation Std: 1.789,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
494.0,iclr_2017,train,HOLSTEP: A MACHINE LEARNING DATASET FOR HIGHER-ORDER LOGIC THEOREM PROVING,Accept,Modify,0.4377,0.5623,Reviewer confidence: 3.0; Review Count: 8.0; Conclusion Word Count: 396.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
495.0,iclr_2017,train,,Accept,Modify,0.4904,0.5096,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
499.0,iclr_2017,train,,Accept,Modify,0.3567,0.6433,Reviewer confidence: 4.25; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
502.0,iclr_2017,train,,Reject,Modify,0.4029,0.5971,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 16.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
503.0,iclr_2017,train,,Reject,Reject,0.1528,0.8472,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 12.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
507.0,iclr_2017,train,,Reject,Reject,0.3296,0.6704,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 10.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Clarify the methodology with reproducible details.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Clarify the methodology with reproducible details.
508.0,iclr_2017,train,SHIFT AGGREGATE EXTRACT NETWORKS,Reject,Modify,0.4368,0.5632,Reviewer confidence: 2.667; Review Count: 10.0; Recommendation Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work. Make the novelty and contribution claims more explicit."
509.0,iclr_2017,train,,Reject,Reject,0.2836,0.7164,Average Title Word Length: 0.0; Reviewer confidence: 2.667; Review Count: 10.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,"Add limitations, failure cases, and future work.","Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Add limitations, failure cases, and future work."
512.0,iclr_2017,train,NONPARAMETRICALLY LEARNING ACTIVATION FUNCTIONS IN DEEP NEURAL NETS,Reject,Accept,0.6701,0.3299,Reviewer confidence: 4.333; Review Count: 8.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
513.0,iclr_2017,train,,Reject,Reject,0.3357,0.6643,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
514.0,iclr_2017,train,,Reject,Reject,0.2701,0.7299,Average Title Word Length: 0.0; Reviewer confidence: 2.75; Review Count: 12.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence.
515.0,iclr_2017,train,,Reject,Modify,0.5751,0.4249,Reviewer confidence: 3.75; Average Title Word Length: 0.0; Review Count: 18.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
519.0,iclr_2017,train,RECURRENT NORMALIZATION PROPAGATION,Reject,Reject,0.2756,0.7244,Reviewer confidence: 3.667; Review Count: 8.0; Recommendation Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
520.0,iclr_2017,train,,Reject,Modify,0.552,0.448,Average Title Word Length: 0.0; Reviewer confidence: 3.0; Review Count: 10.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Clarify the methodology with reproducible details.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Clarify the methodology with reproducible details.
521.0,iclr_2017,train,,Reject,Modify,0.3741,0.6259,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
524.0,iclr_2017,train,,Reject,Reject,0.2751,0.7249,Reviewer confidence: 4.667; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
525.0,iclr_2017,train,,Reject,Modify,0.4271,0.5729,Average Title Word Length: 0.0; Reviewer confidence: 2.0; Review Count: 10.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence.
526.0,iclr_2017,train,,Reject,Modify,0.4806,0.5194,Average Title Word Length: 0.0; Reviewer confidence: 3.0; Recommendation Std: 2.066,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Clarify the methodology with reproducible details.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Clarify the methodology with reproducible details.
527.0,iclr_2017,train,MULTIPLICATIVE LSTM FOR SEQUENCE MODELLING,Reject,Modify,0.4841,0.5159,Reviewer confidence: 4.333; Review Count: 8.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
528.0,iclr_2017,train,NEURAL FUNCTIONAL PROGRAMMING,Reject,Accept,0.7218,0.2782,Reviewer confidence: 2.6; Review Count: 14.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
529.0,iclr_2017,train,,Reject,Modify,0.4086,0.5914,Reviewer confidence: 4.333; Average Title Word Length: 0.0; Review Count: 14.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
530.0,iclr_2017,train,DISCOVERING OBJECTS AND THEIR RELATIONS FROM ENTANGLED SCENE REPRESENTATIONS,Reject,Reject,0.2851,0.7149,Reviewer confidence: 4.333; Review Count: 10.0; Recommendation Std: 2.066,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
531.0,iclr_2017,train,PERCEPTION UPDATING NETWORKS: ON ARCHITEC- TURAL CONSTRAINTS FOR INTERPRETABLE VIDEO GENERATIVE MODELS,Reject,Reject,0.2804,0.7196,Reviewer confidence: 3.667; Review Count: 8.0; Methodology detail: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
532.0,iclr_2017,train,,Reject,Reject,0.223,0.777,Reviewer confidence: 4.5; Average Title Word Length: 0.0; Review Count: 12.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
534.0,iclr_2017,train,,Reject,Reject,0.0735,0.9265,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 12.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
535.0,iclr_2017,train,,Reject,Reject,0.2078,0.7922,Reviewer confidence: 4.333; Average Title Word Length: 0.0; Review Count: 12.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
536.0,iclr_2017,train,ON ROBUST CONCEPTS AND SMALL NEURAL NETS,Reject,Reject,0.3486,0.6514,Reviewer confidence: 3.333; Review Count: 8.0; Methodology detail: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
538.0,iclr_2017,train,,Reject,Modify,0.5988,0.4012,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 8.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence.
540.0,iclr_2017,train,,Reject,Modify,0.4733,0.5267,Reviewer confidence: 4.5; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
544.0,iclr_2017,train,A DIFFERENTIABLE PHYSICS ENGINE,Reject,Reject,0.2149,0.7851,Reviewer confidence: 3.333; Review Count: 10.0; Methodology detail: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
545.0,iclr_2017,train,,Reject,Reject,0.1589,0.8411,Reviewer confidence: 3.75; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
546.0,iclr_2017,train,EXTRAPOLATION AND LEARNING EQUATIONS,Reject,Reject,0.2874,0.7126,Reviewer confidence: 3.667; Review Count: 10.0; Recommendation Std: 1.862,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
548.0,iclr_2017,train,CHARGED POINT NORMALIZATION AN EFFICIENT SOLUTION TO THE SADDLE POINT PROBLEM,Reject,Reject,0.1286,0.8714,Reviewer confidence: 3.667; Review Count: 8.0; Methodology detail: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
549.0,iclr_2017,train,ENERGY-BASED SPHERICAL SPARSE CODING,Reject,Modify,0.4778,0.5222,Reviewer confidence: 4.0; Review Count: 8.0; Author Count: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
550.0,iclr_2017,train,,Reject,Reject,0.2695,0.7305,Reviewer confidence: 4.333; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
552.0,iclr_2017,train,ROTATION PLANE DOUBLY ORTHOGONAL RECUR-,Reject,Modify,0.5083,0.4917,Reviewer confidence: 3.667; Review Count: 8.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
555.0,iclr_2017,train,,Reject,Reject,0.2419,0.7581,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
558.0,iclr_2017,train,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,Reject,Modify,0.5002,0.4998,Reviewer confidence: 3.667; Review Count: 12.0; Recommendation Std: 1.366,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
559.0,iclr_2017,train,,Reject,Reject,0.254,0.746,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
560.0,iclr_2017,train,ON ORTHOGONALITY AND LEARNING RECURRENT NETWORKS WITH LONG TERM DEPENDENCIES,Reject,Modify,0.4768,0.5232,Reviewer confidence: 4.333; Review Count: 10.0; Recommendation Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
561.0,iclr_2017,train,,Reject,Reject,0.1805,0.8195,Reviewer confidence: 4.333; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details.
562.0,iclr_2017,train,GENERATIVE ADVERSARIAL PARALLELIZATION,Reject,Accept,0.757,0.243,Reviewer confidence: 3.667; Review Count: 8.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
563.0,iclr_2017,train,,Reject,Reject,0.3302,0.6698,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 8.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence.
567.0,iclr_2017,train,,Reject,Modify,0.59,0.41,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work. Make the novelty and contribution claims more explicit."
568.0,iclr_2017,train,,Reject,Modify,0.3826,0.6174,Reviewer confidence: 4.333; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear."
569.0,iclr_2017,train,ATTENTIVE RECURRENT COMPARATORS,Reject,Modify,0.406,0.594,Reviewer confidence: 4.0; Review Count: 14.0; Confidence Std: 1.549,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
570.0,iclr_2017,train,CAN AI GENERATE LOVE ADVICE?: TOWARD NEURAL ANSWER GENERATION FOR NON-FACTOID QUESTIONS,Reject,Modify,0.3713,0.6287,Reviewer confidence: 4.0; Contains Question: 1.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
571.0,iclr_2017,train,BOOSTED GENERATIVE MODELS,Reject,Modify,0.4143,0.5857,Reviewer confidence: 3.0; Review Count: 10.0; Limitation discussion: 5.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
572.0,iclr_2017,train,,Reject,Reject,0.2945,0.7055,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 8.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
573.0,iclr_2017,train,TOWARDS INFORMATION-SEEKING AGENTS,Reject,Modify,0.4373,0.5627,Reviewer confidence: 4.0; Review Count: 8.0; Recommendation Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Strengthen experiments with datasets, metrics, and comparisons."
577.0,iclr_2017,train,UNDERSTANDING INTERMEDIATE LAYERS USING LINEAR CLASSIFIER PROBES,Reject,Reject,0.2737,0.7263,Reviewer confidence: 3.667; Review Count: 8.0; Has Experiments: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
